,steps,rewards,successes,failure_rate,undos,pos_rewards,neg_rewards
0,34.245333333333335,-6.506900618347935,0.19766666666666666,0.8023333333333333,7.654333333333334,0.19766666666666666,-6.704567285014604
1,34.470333333333336,-3.9419112253850748,0.19066666666666665,0.8093333333333333,7.868333333333333,0.19066666666666665,-4.132577892051741
2,32.651666666666664,-2.710445622210431,0.25899999999999995,0.741,7.2236666666666665,0.25899999999999995,-2.969445622210431
3,30.868666666666666,-3.3815174473602987,0.31,0.6900000000000001,6.702999999999999,0.31,-3.6915174473602987
4,31.493666666666666,-2.8967663561818555,0.292,0.7079999999999999,7.2236666666666665,0.292,-3.188766356181856
5,31.705000000000002,-2.482709463609129,0.288,0.7120000000000001,7.210000000000001,0.288,-2.7707094636091294
6,32.294000000000004,-1.9901326444607819,0.284,0.7160000000000001,7.318666666666666,0.284,-2.274132644460782
7,31.227000000000004,-1.9164627297051016,0.3243333333333333,0.6756666666666667,6.872333333333334,0.3243333333333333,-2.240796063038435
8,29.775000000000002,-2.086648301067776,0.3746666666666667,0.6253333333333334,6.310666666666667,0.3746666666666667,-2.461314967734442
9,29.492333333333335,-1.3868389977329418,0.38000000000000006,0.62,6.413666666666667,0.38000000000000006,-1.7668389977329415
10,27.24266666666667,-1.274894607340385,0.46433333333333326,0.5356666666666667,5.649666666666666,0.46433333333333326,-1.739227940673718
11,27.366,-1.757342373351478,0.44366666666666665,0.5563333333333333,5.7443333333333335,0.44366666666666665,-2.2010090400181443
12,27.893666666666665,-1.4721853014671777,0.41900000000000004,0.581,5.994,0.41900000000000004,-1.8911853014671776
13,28.801666666666666,-1.5250956975532441,0.38766666666666666,0.6123333333333333,6.141333333333333,0.38766666666666666,-1.912762364219911
14,26.001333333333335,-1.7867530231325974,0.488,0.512,5.352333333333334,0.488,-2.274753023132598
15,24.069,-0.8996370674292998,0.5533333333333333,0.4466666666666666,4.735333333333333,0.5533333333333333,-1.4529704007626332
16,23.385,-0.5772877605263464,0.5703333333333332,0.4296666666666667,4.517,0.5703333333333332,-1.1476210938596796
17,22.80033333333333,-0.562294004974291,0.5846666666666667,0.41533333333333333,4.419666666666667,0.5846666666666667,-1.146960671640958
18,22.33966666666667,-0.8953464793358373,0.6086666666666667,0.3913333333333333,4.258,0.6086666666666667,-1.5040131460025041
19,22.174999999999997,-1.1350387319252944,0.6156666666666667,0.38433333333333336,4.171666666666666,0.6156666666666667,-1.750705398591961
20,20.682333333333336,-0.7893600732330796,0.6663333333333333,0.3336666666666666,3.782,0.6663333333333333,-1.4556934065664127
21,21.552333333333337,-0.6717938395926436,0.6166666666666667,0.3833333333333333,4.162,0.6166666666666667,-1.2884605062593102
22,22.75,-0.778165740635569,0.5643333333333334,0.43566666666666665,4.506333333333333,0.5643333333333334,-1.3424990739689024
23,21.650000000000002,-1.0806107104714162,0.6093333333333333,0.39066666666666666,4.087666666666667,0.6093333333333333,-1.6899440438047495
24,21.385666666666665,-1.5457881605844657,0.6123333333333333,0.38766666666666677,4.093,0.6123333333333333,-2.1581214939177986
25,22.44066666666667,-1.7785150581958868,0.57,0.43,4.458333333333333,0.57,-2.3485150581958867
26,22.285666666666668,-2.2342129684666157,0.5703333333333334,0.42966666666666664,4.335999999999999,0.5703333333333334,-2.804546301799949
27,20.662666666666667,-1.6417902696196724,0.6390000000000001,0.36099999999999993,3.8986666666666667,0.6390000000000001,-2.2807902696196725
28,20.406,-1.3595517538115942,0.6533333333333333,0.3466666666666667,3.821333333333333,0.6533333333333333,-2.012885087144927
29,18.724,-1.1047003936734219,0.6960000000000001,0.304,3.3609999999999993,0.6960000000000001,-1.8007003936734218
30,17.500333333333334,-0.9100050564653582,0.7286666666666667,0.27133333333333337,3.094,0.7286666666666667,-1.638671723132025
31,17.70566666666667,-0.643000267349774,0.717,0.28300000000000003,3.15,0.717,-1.360000267349774
32,19.000666666666667,-0.042104599764007634,0.674,0.326,3.7593333333333336,0.674,-0.7161045997640078
33,18.150000000000002,-0.38417100188100495,0.7130000000000001,0.287,3.343666666666667,0.7130000000000001,-1.0971710018810052
34,18.116333333333333,-1.4555995576095018,0.6986666666666667,0.30133333333333334,3.2423333333333333,0.6986666666666667,-2.154266224276168
35,18.180666666666667,-1.4227668545792562,0.7093333333333334,0.2906666666666667,3.251,0.7093333333333334,-2.132100187912589
36,18.306333333333335,-1.6511398391895817,0.7093333333333334,0.2906666666666667,3.267333333333333,0.7093333333333334,-2.3604731725229153
37,18.099666666666668,-1.5225098773243761,0.715,0.285,3.2176666666666667,0.715,-2.237509877324376
38,18.420333333333335,-1.7969953749647694,0.6963333333333334,0.3036666666666667,3.3840000000000003,0.6963333333333334,-2.493328708298102
39,18.647333333333332,-1.6613200835521873,0.6806666666666666,0.31933333333333336,3.4566666666666666,0.6806666666666666,-2.3419867502188536
